State/UT,Year,Mode,Total
Jharkhand,2014,Car,171
Jharkhand,2014,Jeep,63
Jharkhand,2014,Other Motor Vehicles,130
Jharkhand,2014,Others,562
Jharkhand,2014,Pedestrian,8
Jharkhand,2014,Three Wheeler,137
Jharkhand,2014,Truck/Lorry,424
Jharkhand,2014,Two Wheeler,801
Karnataka,2001,Bicycle,68
Karnataka,2001,Bus,814
Karnataka,2001,Car,326
Karnataka,2001,Jeep,268
Karnataka,2001,Other Motor Vehicles,702
Karnataka,2001,Others,536
Karnataka,2001,Pedestrian,394
Karnataka,2001,Three Wheeler,152
Karnataka,2001,Truck/Lorry,1629
Karnataka,2001,Two Wheeler,906
Karnataka,2002,Bicycle,138
Karnataka,2002,Bus,740
Karnataka,2002,Car,381
Karnataka,2002,Jeep,244
Karnataka,2002,Other Motor Vehicles,645
Karnataka,2002,Others,830
Karnataka,2002,Pedestrian,552
Karnataka,2002,Three Wheeler,238
Karnataka,2002,Truck/Lorry,1502
Karnataka,2002,Two Wheeler,1081
Karnataka,2003,Bicycle,100
Karnataka,2003,Bus,732
Karnataka,2003,Car,383
Karnataka,2003,Jeep,330
Karnataka,2003,Other Motor Vehicles,707
Karnataka,2003,Others,609
Karnataka,2003,Pedestrian,558
Karnataka,2003,Three Wheeler,255
Karnataka,2003,Truck/Lorry,1423
Karnataka,2003,Two Wheeler,1075
Karnataka,2004,Bicycle,147
Karnataka,2004,Bus,697
Karnataka,2004,Car,402
Karnataka,2004,Jeep,288
Karnataka,2004,Other Motor Vehicles,571
Karnataka,2004,Others,777
Karnataka,2004,Pedestrian,745
Karnataka,2004,Three Wheeler,273
Karnataka,2004,Truck/Lorry,1377
Karnataka,2004,Two Wheeler,1204
Karnataka,2005,Bicycle,151
Karnataka,2005,Bus,678
Karnataka,2005,Car,427
Karnataka,2005,Jeep,298
Karnataka,2005,Other Motor Vehicles,582
Karnataka,2005,Others,620
Karnataka,2005,Pedestrian,1010
Karnataka,2005,Three Wheeler,262
Karnataka,2005,Truck/Lorry,1253
Karnataka,2005,Two Wheeler,1595
Karnataka,2006,Bicycle,150
Karnataka,2006,Bus,861
Karnataka,2006,Car,485
Karnataka,2006,Jeep,328
Karnataka,2006,Other Motor Vehicles,592
Karnataka,2006,Others,1144
Karnataka,2006,Pedestrian,809
Karnataka,2006,Three Wheeler,439
Karnataka,2006,Truck/Lorry,1514
Karnataka,2006,Two Wheeler,1617
Karnataka,2007,Bicycle,93
Karnataka,2007,Bus,969
Karnataka,2007,Car,521
Karnataka,2007,Jeep,368
Karnataka,2007,Other Motor Vehicles,741
Karnataka,2007,Others,1263
Karnataka,2007,Pedestrian,692
Karnataka,2007,Three Wheeler,491
Karnataka,2007,Truck/Lorry,1693
Karnataka,2007,Two Wheeler,1931
Karnataka,2008,Bicycle,93
Karnataka,2008,Bus,1025
Karnataka,2008,Car,572
Karnataka,2008,Jeep,396
Karnataka,2008,Other Motor Vehicles,626
Karnataka,2008,Others,1311
Karnataka,2008,Pedestrian,591
Karnataka,2008,Three Wheeler,543
Karnataka,2008,Truck/Lorry,1732
Karnataka,2008,Two Wheeler,1925
Karnataka,2009,Bicycle,56
Karnataka,2009,Bus,1050
Karnataka,2009,Car,843
Karnataka,2009,Jeep,355
Karnataka,2009,Other Motor Vehicles,539
Karnataka,2009,Others,1175
Karnataka,2009,Pedestrian,503
Karnataka,2009,Three Wheeler,512
Karnataka,2009,Truck/Lorry,1897
Karnataka,2009,Two Wheeler,1784
Karnataka,2010,Bicycle,65
Karnataka,2010,Bus,835
Karnataka,2010,Car,619
Karnataka,2010,Jeep,394
Karnataka,2010,Other Motor Vehicles,505
Karnataka,2010,Others,1897
Karnataka,2010,Pedestrian,945
Karnataka,2010,Three Wheeler,472
Karnataka,2010,Truck/Lorry,1595
Karnataka,2010,Two Wheeler,2247
Karnataka,2011,Bicycle,70
Karnataka,2011,Bus,767
Karnataka,2011,Car,702
Karnataka,2011,Jeep,331
Karnataka,2011,Other Motor Vehicles,481
Karnataka,2011,Others,1616
Karnataka,2011,Pedestrian,837
Karnataka,2011,Three Wheeler,409
Karnataka,2011,Truck/Lorry,1413
Karnataka,2011,Two Wheeler,2332
Karnataka,2012,Bicycle,70
Karnataka,2012,Bus,984
Karnataka,2012,Car,873
Karnataka,2012,Jeep,358
Karnataka,2012,Other Motor Vehicles,631
Karnataka,2012,Others,1588
Karnataka,2012,Pedestrian,510
Karnataka,2012,Three Wheeler,471
Karnataka,2012,Truck/Lorry,1402
Karnataka,2012,Two Wheeler,2561
Karnataka,2013,Bicycle,27
Karnataka,2013,Bus,939
Karnataka,2013,Car,832
Karnataka,2013,Jeep,349
Karnataka,2013,Other Motor Vehicles,591
Karnataka,2013,Others,1922
Karnataka,2013,Pedestrian,611
Karnataka,2013,Three Wheeler,404
Karnataka,2013,Truck/Lorry,1214
Karnataka,2013,Two Wheeler,2155
Karnataka,2014,Bicycle,60
Karnataka,2014,Bus,882
Karnataka,2014,Car,1556
Karnataka,2014,Jeep,409
Karnataka,2014,Other Motor Vehicles,847
Karnataka,2014,Others,281
Karnataka,2014,Pedestrian,551
Karnataka,2014,Three Wheeler,520
Karnataka,2014,Truck/Lorry,1827
Karnataka,2014,Two Wheeler,3511
Kerala,2001,Bicycle,68
Kerala,2001,Bus,476
Kerala,2001,Car,225
Kerala,2001,Jeep,222
Kerala,2001,Other Motor Vehicles,84
Kerala,2001,Others,59
Kerala,2001,Pedestrian,607
Kerala,2001,Three Wheeler,194
Kerala,2001,Truck/Lorry,176
Kerala,2001,Two Wheeler,596
Kerala,2002,Bicycle,98
Kerala,2002,Bus,291
Kerala,2002,Car,235
Kerala,2002,Jeep,177
Kerala,2002,Other Motor Vehicles,92
Kerala,2002,Others,70
Kerala,2002,Pedestrian,654
Kerala,2002,Three Wheeler,269
Kerala,2002,Truck/Lorry,228
Kerala,2002,Two Wheeler,759
Kerala,2003,Bicycle,85
Kerala,2003,Bus,343
Kerala,2003,Car,217
Kerala,2003,Jeep,195
Kerala,2003,Other Motor Vehicles,129
Kerala,2003,Others,77
Kerala,2003,Pedestrian,728
Kerala,2003,Three Wheeler,203
Kerala,2003,Truck/Lorry,194
Kerala,2003,Two Wheeler,763
Kerala,2004,Bicycle,119
Kerala,2004,Bus,288
Kerala,2004,Car,247
Kerala,2004,Jeep,152
Kerala,2004,Other Motor Vehicles,97
Kerala,2004,Others,47
Kerala,2004,Pedestrian,880
Kerala,2004,Three Wheeler,216
Kerala,2004,Truck/Lorry,294
Kerala,2004,Two Wheeler,814
Kerala,2005,Bicycle,46
Kerala,2005,Bus,458
Kerala,2005,Car,330
Kerala,2005,Jeep,138
Kerala,2005,Other Motor Vehicles,102
Kerala,2005,Others,84
Kerala,2005,Pedestrian,810
Kerala,2005,Three Wheeler,293
Kerala,2005,Truck/Lorry,45
Kerala,2005,Two Wheeler,855
Kerala,2006,Bicycle,102
Kerala,2006,Bus,382
Kerala,2006,Car,310
Kerala,2006,Jeep,141
Kerala,2006,Other Motor Vehicles,200
Kerala,2006,Others,56
Kerala,2006,Pedestrian,883
Kerala,2006,Three Wheeler,289
Kerala,2006,Truck/Lorry,231
Kerala,2006,Two Wheeler,1033
Kerala,2007,Bicycle,139
Kerala,2007,Bus,324
Kerala,2007,Car,339
Kerala,2007,Jeep,143
Kerala,2007,Other Motor Vehicles,123
Kerala,2007,Others,55
Kerala,2007,Pedestrian,1028
Kerala,2007,Three Wheeler,267
Kerala,2007,Truck/Lorry,133
Kerala,2007,Two Wheeler,1251
Kerala,2008,Bicycle,180
Kerala,2008,Bus,148
Kerala,2008,Car,335
Kerala,2008,Jeep,100
Kerala,2008,Other Motor Vehicles,99
Kerala,2008,Others,20
Kerala,2008,Pedestrian,1295
Kerala,2008,Three Wheeler,306
Kerala,2008,Truck/Lorry,50
Kerala,2008,Two Wheeler,1401
Kerala,2009,Bicycle,152
Kerala,2009,Bus,149
Kerala,2009,Car,295
Kerala,2009,Jeep,92
Kerala,2009,Other Motor Vehicles,99
Kerala,2009,Others,9
Kerala,2009,Pedestrian,1201
Kerala,2009,Three Wheeler,286
Kerala,2009,Truck/Lorry,99
Kerala,2009,Two Wheeler,1443
Kerala,2010,Bicycle,136
Kerala,2010,Bus,250
Kerala,2010,Car,354
Kerala,2010,Jeep,107
Kerala,2010,Other Motor Vehicles,91
Kerala,2010,Others,30
Kerala,2010,Pedestrian,1099
Kerala,2010,Three Wheeler,282
Kerala,2010,Truck/Lorry,182
Kerala,2010,Two Wheeler,1419
Kerala,2011,Bicycle,142
Kerala,2011,Bus,151
Kerala,2011,Car,305
Kerala,2011,Jeep,57
Kerala,2011,Other Motor Vehicles,84
Kerala,2011,Others,41
Kerala,2011,Pedestrian,1360
Kerala,2011,Three Wheeler,240
Kerala,2011,Truck/Lorry,52
Kerala,2011,Two Wheeler,1713
Kerala,2012,Bicycle,134
Kerala,2012,Bus,183
Kerala,2012,Car,319
Kerala,2012,Jeep,47
Kerala,2012,Other Motor Vehicles,84
Kerala,2012,Others,49
Kerala,2012,Pedestrian,1345
Kerala,2012,Three Wheeler,288
Kerala,2012,Truck/Lorry,156
Kerala,2012,Two Wheeler,1681
Kerala,2013,Bicycle,125
Kerala,2013,Bus,165
Kerala,2013,Car,292
Kerala,2013,Jeep,82
Kerala,2013,Other Motor Vehicles,55
Kerala,2013,Others,24
Kerala,2013,Pedestrian,1303
Kerala,2013,Three Wheeler,275
Kerala,2013,Truck/Lorry,120
Kerala,2013,Two Wheeler,1817
Kerala,2014,Bicycle,77
Kerala,2014,Bus,361
Kerala,2014,Car,547
Kerala,2014,Jeep,76
Kerala,2014,Other Motor Vehicles,65
Kerala,2014,Others,27
Kerala,2014,Pedestrian,835
Kerala,2014,Three Wheeler,247
Kerala,2014,Truck/Lorry,300
Kerala,2014,Two Wheeler,1465
Lakshadweep,2001,Bicycle,0
Lakshadweep,2001,Bus,0
Lakshadweep,2001,Car,0
Lakshadweep,2001,Jeep,0
Lakshadweep,2001,Other Motor Vehicles,0
Lakshadweep,2001,Others,0
Lakshadweep,2001,Pedestrian,0
Lakshadweep,2001,Three Wheeler,0
Lakshadweep,2001,Truck/Lorry,0
Lakshadweep,2001,Two Wheeler,1
Lakshadweep,2002,Bicycle,0
Lakshadweep,2002,Bus,0
Lakshadweep,2002,Car,0
Lakshadweep,2002,Jeep,0
Lakshadweep,2002,Other Motor Vehicles,0
Lakshadweep,2002,Others,0
Lakshadweep,2002,Pedestrian,0
Lakshadweep,2002,Three Wheeler,0
Lakshadweep,2002,Truck/Lorry,0
Lakshadweep,2002,Two Wheeler,0
Lakshadweep,2003,Bicycle,0
Lakshadweep,2003,Bus,0
Lakshadweep,2003,Car,0
Lakshadweep,2003,Jeep,0
Lakshadweep,2003,Other Motor Vehicles,0
Lakshadweep,2003,Others,0
Lakshadweep,2003,Pedestrian,0
Lakshadweep,2003,Three Wheeler,0
Lakshadweep,2003,Truck/Lorry,0
Lakshadweep,2003,Two Wheeler,1
Lakshadweep,2004,Bicycle,0
Lakshadweep,2004,Bus,0
Lakshadweep,2004,Car,0
Lakshadweep,2004,Jeep,0
Lakshadweep,2004,Other Motor Vehicles,0
Lakshadweep,2004,Others,0
Lakshadweep,2004,Pedestrian,0
Lakshadweep,2004,Three Wheeler,0
Lakshadweep,2004,Truck/Lorry,0
Lakshadweep,2004,Two Wheeler,0
Lakshadweep,2005,Bicycle,0
Lakshadweep,2005,Bus,0
Lakshadweep,2005,Car,0
Lakshadweep,2005,Jeep,0
Lakshadweep,2005,Other Motor Vehicles,0
Lakshadweep,2005,Others,0
Lakshadweep,2005,Pedestrian,0
Lakshadweep,2005,Three Wheeler,0
Lakshadweep,2005,Truck/Lorry,0
Lakshadweep,2005,Two Wheeler,0
Lakshadweep,2006,Bicycle,0
Lakshadweep,2006,Bus,0
Lakshadweep,2006,Car,0
Lakshadweep,2006,Jeep,0
Lakshadweep,2006,Other Motor Vehicles,0
Lakshadweep,2006,Others,0
Lakshadweep,2006,Pedestrian,0
Lakshadweep,2006,Three Wheeler,0
Lakshadweep,2006,Truck/Lorry,0
Lakshadweep,2006,Two Wheeler,1
Lakshadweep,2007,Bicycle,0
Lakshadweep,2007,Bus,0
Lakshadweep,2007,Car,0
Lakshadweep,2007,Jeep,0
Lakshadweep,2007,Other Motor Vehicles,0
Lakshadweep,2007,Others,0
Lakshadweep,2007,Pedestrian,0
Lakshadweep,2007,Three Wheeler,0
Lakshadweep,2007,Truck/Lorry,0
Lakshadweep,2007,Two Wheeler,0
Lakshadweep,2008,Bicycle,0
Lakshadweep,2008,Bus,0
Lakshadweep,2008,Car,0
Lakshadweep,2008,Jeep,0
Lakshadweep,2008,Other Motor Vehicles,0
Lakshadweep,2008,Others,0
Lakshadweep,2008,Pedestrian,0
Lakshadweep,2008,Three Wheeler,0
Lakshadweep,2008,Truck/Lorry,0
Lakshadweep,2008,Two Wheeler,0
Lakshadweep,2009,Bicycle,0
Lakshadweep,2009,Bus,0
Lakshadweep,2009,Car,0
Lakshadweep,2009,Jeep,0
Lakshadweep,2009,Other Motor Vehicles,0
Lakshadweep,2009,Others,0
Lakshadweep,2009,Pedestrian,0
Lakshadweep,2009,Three Wheeler,0
Lakshadweep,2009,Truck/Lorry,0
Lakshadweep,2009,Two Wheeler,2
Lakshadweep,2010,Bicycle,0
Lakshadweep,2010,Bus,0
Lakshadweep,2010,Car,0
Lakshadweep,2010,Jeep,0
Lakshadweep,2010,Other Motor Vehicles,0
Lakshadweep,2010,Others,0
Lakshadweep,2010,Pedestrian,0
Lakshadweep,2010,Three Wheeler,0
Lakshadweep,2010,Truck/Lorry,0
Lakshadweep,2010,Two Wheeler,0
Lakshadweep,2011,Bicycle,0
Lakshadweep,2011,Bus,0
Lakshadweep,2011,Car,0
Lakshadweep,2011,Jeep,0
Lakshadweep,2011,Other Motor Vehicles,0
Lakshadweep,2011,Others,0
Lakshadweep,2011,Pedestrian,0
Lakshadweep,2011,Three Wheeler,0
Lakshadweep,2011,Truck/Lorry,0
Lakshadweep,2011,Two Wheeler,0
Lakshadweep,2012,Bicycle,0
Lakshadweep,2012,Bus,0
Lakshadweep,2012,Car,0
Lakshadweep,2012,Jeep,0
Lakshadweep,2012,Other Motor Vehicles,0
Lakshadweep,2012,Others,0
Lakshadweep,2012,Pedestrian,0
Lakshadweep,2012,Three Wheeler,0
Lakshadweep,2012,Truck/Lorry,0
Lakshadweep,2012,Two Wheeler,0
Lakshadweep,2013,Bicycle,0
Lakshadweep,2013,Bus,0
Lakshadweep,2013,Car,0
Lakshadweep,2013,Jeep,0
Lakshadweep,2013,Other Motor Vehicles,0
Lakshadweep,2013,Others,0
Lakshadweep,2013,Pedestrian,0
Lakshadweep,2013,Three Wheeler,0
Lakshadweep,2013,Truck/Lorry,0
Lakshadweep,2013,Two Wheeler,0
Lakshadweep,2014,Bicycle,0
Lakshadweep,2014,Bus,0
Lakshadweep,2014,Car,0
Lakshadweep,2014,Jeep,0
Lakshadweep,2014,Other Motor Vehicles,0
Lakshadweep,2014,Others,0
Lakshadweep,2014,Pedestrian,0
Lakshadweep,2014,Three Wheeler,0
Lakshadweep,2014,Truck/Lorry,0
Lakshadweep,2014,Two Wheeler,0
Madhya Pradesh,2001,Bicycle,114
Madhya Pradesh,2001,Bus,439
Madhya Pradesh,2001,Car,116
Madhya Pradesh,2001,Jeep,565
Madhya Pradesh,2001,Other Motor Vehicles,122
Madhya Pradesh,2001,Others,462
Madhya Pradesh,2001,Pedestrian,455
Madhya Pradesh,2001,Three Wheeler,87
Madhya Pradesh,2001,Truck/Lorry,1228
Madhya Pradesh,2001,Two Wheeler,467
Madhya Pradesh,2002,Bicycle,82
Madhya Pradesh,2002,Bus,516
Madhya Pradesh,2002,Car,148
Madhya Pradesh,2002,Jeep,579
Madhya Pradesh,2002,Other Motor Vehicles,164
Madhya Pradesh,2002,Others,624
Madhya Pradesh,2002,Pedestrian,401
Madhya Pradesh,2002,Three Wheeler,125
Madhya Pradesh,2002,Truck/Lorry,1191
Madhya Pradesh,2002,Two Wheeler,651
Madhya Pradesh,2003,Bicycle,79
Madhya Pradesh,2003,Bus,501
Madhya Pradesh,2003,Car,204
Madhya Pradesh,2003,Jeep,552
Madhya Pradesh,2003,Other Motor Vehicles,156
Madhya Pradesh,2003,Others,620
Madhya Pradesh,2003,Pedestrian,423
Madhya Pradesh,2003,Three Wheeler,112
Madhya Pradesh,2003,Truck/Lorry,1149
Madhya Pradesh,2003,Two Wheeler,716
Madhya Pradesh,2004,Bicycle,119
Madhya Pradesh,2004,Bus,487
Madhya Pradesh,2004,Car,203
Madhya Pradesh,2004,Jeep,613
Madhya Pradesh,2004,Other Motor Vehicles,217
Madhya Pradesh,2004,Others,737
Madhya Pradesh,2004,Pedestrian,598
Madhya Pradesh,2004,Three Wheeler,91
Madhya Pradesh,2004,Truck/Lorry,1089
Madhya Pradesh,2004,Two Wheeler,762
Madhya Pradesh,2005,Bicycle,104
Madhya Pradesh,2005,Bus,584
Madhya Pradesh,2005,Car,205
Madhya Pradesh,2005,Jeep,721
Madhya Pradesh,2005,Other Motor Vehicles,203
Madhya Pradesh,2005,Others,680
Madhya Pradesh,2005,Pedestrian,533
Madhya Pradesh,2005,Three Wheeler,106
Madhya Pradesh,2005,Truck/Lorry,1298
Madhya Pradesh,2005,Two Wheeler,927
Madhya Pradesh,2006,Bicycle,110
Madhya Pradesh,2006,Bus,583
Madhya Pradesh,2006,Car,371
Madhya Pradesh,2006,Jeep,598
Madhya Pradesh,2006,Other Motor Vehicles,152
Madhya Pradesh,2006,Others,814
Madhya Pradesh,2006,Pedestrian,494
Madhya Pradesh,2006,Three Wheeler,125
Madhya Pradesh,2006,Truck/Lorry,1350
Madhya Pradesh,2006,Two Wheeler,1001
Madhya Pradesh,2007,Bicycle,83
Madhya Pradesh,2007,Bus,700
Madhya Pradesh,2007,Car,341
Madhya Pradesh,2007,Jeep,647
Madhya Pradesh,2007,Other Motor Vehicles,195
Madhya Pradesh,2007,Others,763
Madhya Pradesh,2007,Pedestrian,617
Madhya Pradesh,2007,Three Wheeler,158
Madhya Pradesh,2007,Truck/Lorry,1602
Madhya Pradesh,2007,Two Wheeler,1240
Madhya Pradesh,2008,Bicycle,255
Madhya Pradesh,2008,Bus,729
Madhya Pradesh,2008,Car,370
Madhya Pradesh,2008,Jeep,870
Madhya Pradesh,2008,Other Motor Vehicles,343
Madhya Pradesh,2008,Others,670
Madhya Pradesh,2008,Pedestrian,909
Madhya Pradesh,2008,Three Wheeler,206
Madhya Pradesh,2008,Truck/Lorry,1368
Madhya Pradesh,2008,Two Wheeler,1794
Madhya Pradesh,2009,Bicycle,295
Madhya Pradesh,2009,Bus,739
Madhya Pradesh,2009,Car,472
Madhya Pradesh,2009,Jeep,755
Madhya Pradesh,2009,Other Motor Vehicles,381
Madhya Pradesh,2009,Others,898
Madhya Pradesh,2009,Pedestrian,1196
Madhya Pradesh,2009,Three Wheeler,135
Madhya Pradesh,2009,Truck/Lorry,1356
Madhya Pradesh,2009,Two Wheeler,1813
Madhya Pradesh,2010,Bicycle,150
Madhya Pradesh,2010,Bus,631
Madhya Pradesh,2010,Car,594
Madhya Pradesh,2010,Jeep,947
Madhya Pradesh,2010,Other Motor Vehicles,272
Madhya Pradesh,2010,Others,1023
Madhya Pradesh,2010,Pedestrian,957
Madhya Pradesh,2010,Three Wheeler,160
Madhya Pradesh,2010,Truck/Lorry,1629
Madhya Pradesh,2010,Two Wheeler,2176
Madhya Pradesh,2011,Bicycle,168
Madhya Pradesh,2011,Bus,665
Madhya Pradesh,2011,Car,601
Madhya Pradesh,2011,Jeep,810
Madhya Pradesh,2011,Other Motor Vehicles,336
Madhya Pradesh,2011,Others,1010
Madhya Pradesh,2011,Pedestrian,938
Madhya Pradesh,2011,Three Wheeler,190
Madhya Pradesh,2011,Truck/Lorry,1617
Madhya Pradesh,2011,Two Wheeler,1921
Madhya Pradesh,2012,Bicycle,149
Madhya Pradesh,2012,Bus,665
Madhya Pradesh,2012,Car,528
Madhya Pradesh,2012,Jeep,757
Madhya Pradesh,2012,Other Motor Vehicles,288
Madhya Pradesh,2012,Others,1068
Madhya Pradesh,2012,Pedestrian,1142
Madhya Pradesh,2012,Three Wheeler,173
Madhya Pradesh,2012,Truck/Lorry,1518
Madhya Pradesh,2012,Two Wheeler,2218
Madhya Pradesh,2013,Bicycle,118
Madhya Pradesh,2013,Bus,643
Madhya Pradesh,2013,Car,589
Madhya Pradesh,2013,Jeep,747
Madhya Pradesh,2013,Other Motor Vehicles,305
Madhya Pradesh,2013,Others,860
Madhya Pradesh,2013,Pedestrian,1352
Madhya Pradesh,2013,Three Wheeler,237
Madhya Pradesh,2013,Truck/Lorry,1412
Madhya Pradesh,2013,Two Wheeler,2714
Madhya Pradesh,2014,Bicycle,51
Madhya Pradesh,2014,Bus,694
Madhya Pradesh,2014,Car,1219
Madhya Pradesh,2014,Jeep,494
Madhya Pradesh,2014,Other Motor Vehicles,637
Madhya Pradesh,2014,Others,177
Madhya Pradesh,2014,Pedestrian,531
Madhya Pradesh,2014,Three Wheeler,256
Madhya Pradesh,2014,Truck/Lorry,2567
Madhya Pradesh,2014,Two Wheeler,2666
Maharashtra,2001,Bicycle,322
Maharashtra,2001,Bus,806
Maharashtra,2001,Car,657
Maharashtra,2001,Jeep,1585
Maharashtra,2001,Other Motor Vehicles,803
Maharashtra,2001,Others,320
Maharashtra,2001,Pedestrian,1245
Maharashtra,2001,Three Wheeler,503
Maharashtra,2001,Truck/Lorry,2527
Maharashtra,2001,Two Wheeler,1654
Maharashtra,2002,Bicycle,366
Maharashtra,2002,Bus,670
Maharashtra,2002,Car,675
Maharashtra,2002,Jeep,1490
Maharashtra,2002,Other Motor Vehicles,780
Maharashtra,2002,Others,407
Maharashtra,2002,Pedestrian,1202
Maharashtra,2002,Three Wheeler,560
Maharashtra,2002,Truck/Lorry,2235
Maharashtra,2002,Two Wheeler,1877
Maharashtra,2003,Bicycle,303
Maharashtra,2003,Bus,700
Maharashtra,2003,Car,711
Maharashtra,2003,Jeep,1499
Maharashtra,2003,Other Motor Vehicles,725
Maharashtra,2003,Others,453
Maharashtra,2003,Pedestrian,1154
Maharashtra,2003,Three Wheeler,506
Maharashtra,2003,Truck/Lorry,2080
Maharashtra,2003,Two Wheeler,2113
Maharashtra,2004,Bicycle,264
Maharashtra,2004,Bus,597
Maharashtra,2004,Car,671
Maharashtra,2004,Jeep,1511
Maharashtra,2004,Other Motor Vehicles,699
Maharashtra,2004,Others,494
Maharashtra,2004,Pedestrian,1256
Maharashtra,2004,Three Wheeler,560
Maharashtra,2004,Truck/Lorry,2184
Maharashtra,2004,Two Wheeler,2369
Maharashtra,2005,Bicycle,237
Maharashtra,2005,Bus,515
Maharashtra,2005,Car,673
Maharashtra,2005,Jeep,1477
Maharashtra,2005,Other Motor Vehicles,753
Maharashtra,2005,Others,432
Maharashtra,2005,Pedestrian,1224
Maharashtra,2005,Three Wheeler,558
Maharashtra,2005,Truck/Lorry,2305
Maharashtra,2005,Two Wheeler,2439
Maharashtra,2006,Bicycle,295
Maharashtra,2006,Bus,651
Maharashtra,2006,Car,882
Maharashtra,2006,Jeep,1439
Maharashtra,2006,Other Motor Vehicles,750
Maharashtra,2006,Others,395
Maharashtra,2006,Pedestrian,1478
Maharashtra,2006,Three Wheeler,571
Maharashtra,2006,Truck/Lorry,2530
Maharashtra,2006,Two Wheeler,2943
Maharashtra,2007,Bicycle,312
Maharashtra,2007,Bus,564
Maharashtra,2007,Car,885
Maharashtra,2007,Jeep,1449
Maharashtra,2007,Other Motor Vehicles,781
Maharashtra,2007,Others,466
Maharashtra,2007,Pedestrian,1748
Maharashtra,2007,Three Wheeler,722
Maharashtra,2007,Truck/Lorry,2326
Maharashtra,2007,Two Wheeler,3363
Maharashtra,2008,Bicycle,293
Maharashtra,2008,Bus,573
Maharashtra,2008,Car,962
Maharashtra,2008,Jeep,1330
Maharashtra,2008,Other Motor Vehicles,772
Maharashtra,2008,Others,494
Maharashtra,2008,Pedestrian,1800
Maharashtra,2008,Three Wheeler,775
Maharashtra,2008,Truck/Lorry,2385
Maharashtra,2008,Two Wheeler,3573
Maharashtra,2009,Bicycle,278
Maharashtra,2009,Bus,450
Maharashtra,2009,Car,980
Maharashtra,2009,Jeep,1345
Maharashtra,2009,Other Motor Vehicles,763
Maharashtra,2009,Others,575
Maharashtra,2009,Pedestrian,1742
Maharashtra,2009,Three Wheeler,720
Maharashtra,2009,Truck/Lorry,2363
Maharashtra,2009,Two Wheeler,3818
Maharashtra,2010,Bicycle,268
Maharashtra,2010,Bus,532
Maharashtra,2010,Car,1133
Maharashtra,2010,Jeep,1413
Maharashtra,2010,Other Motor Vehicles,749
Maharashtra,2010,Others,529
Maharashtra,2010,Pedestrian,1984
Maharashtra,2010,Three Wheeler,783
Maharashtra,2010,Truck/Lorry,2363
Maharashtra,2010,Two Wheeler,4309
Maharashtra,2011,Bicycle,189
Maharashtra,2011,Bus,685
Maharashtra,2011,Car,1221
Maharashtra,2011,Jeep,1180
Maharashtra,2011,Other Motor Vehicles,968
Maharashtra,2011,Others,824
Maharashtra,2011,Pedestrian,1567
Maharashtra,2011,Three Wheeler,722
Maharashtra,2011,Truck/Lorry,2255
Maharashtra,2011,Two Wheeler,4069
Maharashtra,2012,Bicycle,224
Maharashtra,2012,Bus,545
Maharashtra,2012,Car,1246
Maharashtra,2012,Jeep,1171
Maharashtra,2012,Other Motor Vehicles,932
Maharashtra,2012,Others,691
Maharashtra,2012,Pedestrian,1704
Maharashtra,2012,Three Wheeler,633
Maharashtra,2012,Truck/Lorry,2306
Maharashtra,2012,Two Wheeler,4484
Maharashtra,2013,Bicycle,214
Maharashtra,2013,Bus,587
Maharashtra,2013,Car,1190
Maharashtra,2013,Jeep,963
Maharashtra,2013,Other Motor Vehicles,765
Maharashtra,2013,Others,726
Maharashtra,2013,Pedestrian,1857
Maharashtra,2013,Three Wheeler,595
Maharashtra,2013,Truck/Lorry,1741
Maharashtra,2013,Two Wheeler,4607
Maharashtra,2014,Bicycle,149
Maharashtra,2014,Bus,636
Maharashtra,2014,Car,1628
Maharashtra,2014,Jeep,850
Maharashtra,2014,Other Motor Vehicles,686
Maharashtra,2014,Others,197
Maharashtra,2014,Pedestrian,1170
Maharashtra,2014,Three Wheeler,668
Maharashtra,2014,Truck/Lorry,2499
Maharashtra,2014,Two Wheeler,5046
Manipur,2001,Bicycle,1
Manipur,2001,Bus,17
Manipur,2001,Car,2
Manipur,2001,Jeep,10
Manipur,2001,Other Motor Vehicles,0
Manipur,2001,Others,4
Manipur,2001,Pedestrian,9
Manipur,2001,Three Wheeler,0
Manipur,2001,Truck/Lorry,35
Manipur,2001,Two Wheeler,10
Manipur,2002,Bicycle,6
Manipur,2002,Bus,34
Manipur,2002,Car,0
Manipur,2002,Jeep,4
Manipur,2002,Other Motor Vehicles,6
Manipur,2002,Others,4
Manipur,2002,Pedestrian,10
Manipur,2002,Three Wheeler,1
Manipur,2002,Truck/Lorry,24
Manipur,2002,Two Wheeler,31
Manipur,2003,Bicycle,10
Manipur,2003,Bus,31
Manipur,2003,Car,4
Manipur,2003,Jeep,2
Manipur,2003,Other Motor Vehicles,0
Manipur,2003,Others,2
Manipur,2003,Pedestrian,25
Manipur,2003,Three Wheeler,2
Manipur,2003,Truck/Lorry,23
Manipur,2003,Two Wheeler,25
Manipur,2004,Bicycle,0
Manipur,2004,Bus,41
Manipur,2004,Car,2
Manipur,2004,Jeep,9
Manipur,2004,Other Motor Vehicles,0
Manipur,2004,Others,5
Manipur,2004,Pedestrian,7
Manipur,2004,Three Wheeler,1
Manipur,2004,Truck/Lorry,35
Manipur,2004,Two Wheeler,19
